id,value
id_0,25.4022348213
id_1,63.2084480527
id_2,18.9238268295
id_3,29.0277437179
id_4,8.75656583019
id_5,32.9220126519
id_6,40.5161385797
id_7,17.5584243
id_8,51.130261357
id_9,32.650874991
id_10,38.6880798964
id_11,58.1109235858
id_12,34.3116886281
id_13,41.1107513829
id_14,26.8180337537
id_15,12.1670073207
id_16,50.7265243654
id_17,22.3466524801
id_18,17.3328029701
id_19,18.4975524042
id_20,15.0278053565
id_21,30.3622004285
id_22,37.744372339
id_23,9.61485558554
id_24,61.1117812627
id_25,46.4387354327
id_26,27.2283597528
id_27,7.26887388673
id_28,28.5846302427
id_29,36.6519870787
id_30,18.2265140845
id_31,11.1566179261
id_32,16.352203094
id_33,6.04582014361
id_34,16.2471961784
id_35,41.3311368898
id_36,20.4526878838
id_37,27.600410731
id_38,10.0832990027
id_39,58.2310034963
id_40,46.8296310915
id_41,18.8798569883
id_42,52.8650597232
id_43,17.9535470981
id_44,44.3646700946
id_45,50.1628689851
id_46,57.0493689217
id_47,41.6224804189
id_48,55.188127319
id_49,38.9193133164
id_50,28.9317208389
id_51,24.4378625979
id_52,39.1694313097
id_53,23.8189263464
id_54,37.7465426903
id_55,40.0059124998
id_56,23.9444487799
id_57,21.6722813094
id_58,36.9457516595
id_59,31.7756450994
id_60,14.1852960589
id_61,22.2896714604
id_62,32.3414903068
id_63,53.7041896369
id_64,50.6384528016
id_65,25.5217195339
id_66,37.8211965508
id_67,51.7021314084
id_68,28.3632419403
id_69,36.7573971839
id_70,65.3796680805
id_71,55.1172477614
id_72,42.0473816467
id_73,12.7995333584
id_74,12.4483168174
id_75,34.8975404402
id_76,61.22247492
id_77,2.31671780026
id_78,42.5377280434
id_79,42.2441303414
id_80,8.70449431939
id_81,23.4321744075
id_82,5.89753239144
id_83,31.9092415934
id_84,8.05781477623
id_85,5.39822574683
id_86,17.342907689
id_87,11.841301579
id_88,18.4997027697
id_89,25.8217316954
id_90,35.2553444684
id_91,12.8559795142
id_92,12.8420922321
id_93,8.96898940062
id_94,38.5195281782
id_95,14.8345274402
id_96,16.8989643708
id_97,9.82488375427
id_98,11.6106600994
id_99,5.21140244742
id_100,10.227501807
id_101,18.8584583416
id_102,11.8608126053
id_103,8.58415604744
id_104,12.9819447198
id_105,37.4607874089
id_106,25.4366970148
id_107,7.40933826114
id_108,16.9371190882
id_109,15.6760463456
id_110,12.0818676441
id_111,17.0458503225
id_112,16.3904788154
id_113,27.130438182
id_114,20.3690185475
id_115,17.2026096746
id_116,6.77243928896
id_117,45.0402869471
id_118,26.3387407513
id_119,0.949563938637
id_120,1.49256983402
id_121,10.6703623913
id_122,13.4664216942
id_123,13.5731680276
id_124,8.00666221698
id_125,25.1220010138
id_126,21.4697903299
id_127,11.1475462673
id_128,20.8434161917
id_129,17.0544201608
id_130,3.56696150703
id_131,32.9557242303
id_132,15.0723086406
id_133,22.154820532
id_134,26.6079213557
id_135,23.612765317
id_136,10.0653385483
id_137,20.9834586736
id_138,78.6450905721
id_139,61.1580156145
id_140,26.4344792212
id_141,19.0914126416
id_142,24.4534649337
id_143,7.51908757317
id_144,12.2815788522
id_145,10.1872169819
id_146,17.9018666941
id_147,7.69713385028
id_148,12.3685052173
id_149,14.6036118182
id_150,47.4222485669
id_151,21.7418222573
id_152,22.5959436132
id_153,13.4713277666
id_154,14.288467641
id_155,23.9802872655
id_156,25.9254978015
id_157,37.3525133609
id_158,4.35783808019
id_159,23.2370481048
id_160,43.5780883137
id_161,19.1095768003
id_162,64.2248208257
id_163,17.4162427006
id_164,33.847642498
id_165,23.973254959
id_166,22.5798425707
id_167,1.74205276705
id_168,66.778749879
id_169,15.8895086661
id_170,16.2163891907
id_171,71.7856475892
id_172,21.6732726169
id_173,1.63269882892
id_174,22.586238979
id_175,1.96070333357
id_176,6.8927972545
id_177,17.3160597911
id_178,19.8677584759
id_179,24.0986543056
id_180,42.7417648016
id_181,31.5723092909
id_182,26.8951835224
id_183,12.1655984012
id_184,6.57306794303
id_185,41.6001367149
id_186,35.2714293004
id_187,35.060608423
id_188,15.996433704
id_189,22.6863833641
id_190,13.4417350768
id_191,15.9074268015
id_192,31.2515824657
id_193,72.5401292743
id_194,29.4875726576
id_195,11.7454146146
id_196,63.1273263815
id_197,16.208129047
id_198,18.9146339757
id_199,19.2874735354
id_200,124.041008791
id_201,24.2096839411
id_202,58.1297615123
id_203,6.11856102532
id_204,60.4866930755
id_205,34.9444774735
id_206,14.7886799472
id_207,13.0112152481
id_208,62.210951371
id_209,15.7331102506
id_210,35.2816047054
id_211,69.0696018583
id_212,18.6563287606
id_213,114.805949176
id_214,41.5268187952
id_215,78.8774523443
id_216,93.3028429468
id_217,71.0327539533
id_218,29.3795266064
id_219,18.333996456
id_220,30.0684280554
id_221,57.6326382254
id_222,26.7057285846
id_223,37.4990682347
id_224,41.8356499502
id_225,9.13156352374
id_226,3.06493145907
id_227,81.069621539
id_228,29.3869478225
id_229,1.42549821244
id_230,39.8781791402
id_231,15.336180333
id_232,21.6316775359
id_233,7.45001823689
id_234,13.0163284283
id_235,23.5561802489
id_236,13.2709583669
id_237,2.59750655553
id_238,20.4766461844
id_239,10.0066976911
